Gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,brain_region,Subclass,Class,Comparison,CCA,RCCA,RTSS,Count,avg_FC
Cyp46a1,3.38E-156,-0.565435899,0.884,0.996,1.19E-151,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.568112453
Dab1,3.91E-168,0.532682721,0.853,0.39,1.38E-163,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.703496189
Dbi,3.44E-76,0.29052627,0.971,0.971,1.21E-71,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.337130995
Dgkb,9.83E-108,0.468521164,0.747,0.363,3.46E-103,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.597629813
Dlgap2,4.79E-181,-0.350799778,0.531,0.974,1.69E-176,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.704124721
Dnm1,4.08E-147,-0.469590994,0.997,1,1.44E-142,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.62525795
Efr3a,1.24E-101,-0.416858195,0.961,0.998,4.37E-97,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,0.659114379
Egfr,1.39E-184,0.425994445,0.562,0.012,4.90E-180,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,1,1,1.53111227
Egr1,8.56E-11,0.281663333,0.688,0.655,0.00000301,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.325332449
Epha7,8.95E-29,0.309323018,0.689,0.568,3.15E-24,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.362502412
Ephb6,7.96E-161,-0.327828212,0.319,0.88,2.80E-156,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,0.72048678
Erbb4,1.85E-296,1.108759211,0.993,0.456,6.51E-292,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,3.030595731
Fez1,2.84E-63,-0.261777167,0.998,1,9.99E-59,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.769682515
Fut9,9.31E-228,-0.769469209,0.669,0.998,3.28E-223,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,0.463258897
Glra3,1.06E-126,-0.33561016,0.035,0.453,3.74E-122,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.714901749
Gria1,9.44E-92,-0.574939498,0.966,0.998,3.32E-87,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.562738915
Gria2,1.67E-104,0.422543491,1,0.999,5.89E-100,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.525837578
Grik1,2.09E-106,-0.346499836,0.517,0.93,7.35E-102,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.707158935
Grik2,1.99E-19,0.419258763,0.855,0.914,7.02E-15,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.520833839
Grik3,0,-0.476561437,0.127,0.953,0,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.62091478
Grin3a,1.49E-217,-0.797614651,0.482,0.993,5.24E-213,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.45040205
Grm1,1.55E-188,-0.617478264,0.616,0.965,5.46E-184,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.539302703
Grm8,1.10E-64,0.51911397,0.467,0.184,3.88E-60,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.680537983
Gstp1,6.60E-95,0.308979503,1,1,2.32E-90,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.362034453
Htr2c,3.78E-175,0.509203515,0.606,0.059,1.33E-170,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.663965344
Igf1,6.37E-270,1.311189444,0.983,0.961,2.24E-265,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,3.710584621
Il1rap,2.52E-166,0.636273511,0.65,0.133,8.89E-162,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.889426816
Kcnc4,3.19E-162,-0.3350742,0.22,0.76,1.12E-157,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.71528501
Kcnn2,2.27E-174,0.541569733,0.852,0.45,7.99E-170,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.71870265
Kit,2.15E-224,1.153855513,0.81,0.221,7.57E-220,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,1,1,3.170392867
Lgals1,6.13E-291,-1.813468863,0.124,0.831,2.16E-286,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,1,,1,0.163087427
Lgi1,7.51E-49,0.346085199,0.935,0.938,2.64E-44,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.413523041
Lgmn,3.24E-195,-0.539981478,0.891,0.998,1.14E-190,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.582759046
Lrrc4c,7.47E-157,0.561136322,0.953,0.676,2.63E-152,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,1,1,1.752662959
Magi1,2.61E-55,0.320760656,0.995,0.989,9.20E-51,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.378175683
Map2k1,1.43E-65,-0.292000533,0.912,0.995,5.04E-61,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,0.746768138
Mapk1,2.51E-80,-0.291197227,0.997,1,8.85E-76,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.747368262
Mef2c,1.26E-35,0.330954601,0.965,0.939,4.44E-31,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.392296582
Myadm,9.66E-90,-0.254726035,0.488,0.9,3.40E-85,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,0.775128827
Ncdn,4.96E-28,-0.274130239,0.981,0.998,1.75E-23,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.760233057
Neto1,1.58E-291,-0.956877817,0.651,0.999,5.56E-287,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.384090216
Ngf,6.02E-131,0.357486146,0.495,0.052,2.12E-126,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.429730759
Nlgn1,3.95E-54,0.259328811,0.723,0.473,1.39E-49,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,1,1,1.296059894
Npy2r,1.81E-117,0.820774156,0.49,0.079,6.38E-113,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,2.272258239
Npy5r,4.16E-139,0.461559208,0.617,0.139,1.47E-134,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.586545812
Nr2e1,2.39E-232,0.377317265,0.657,0.005,8.42E-228,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.458366925
Nr3c2,1.82E-135,0.344496537,0.898,0.634,6.40E-131,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.411279214
Nrxn1,1.60E-223,0.573411362,1,1,5.65E-219,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,1,1,1.774309551
Ntrk2,2.65E-21,0.255331635,0.974,0.996,9.32E-17,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.290889654
Pak1,1.08E-140,-0.56248133,0.935,1,3.79E-136,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.569793463
Parva,3.16E-32,0.29925813,0.672,0.522,1.11E-27,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.348857759
Pcdh10,1.55E-72,0.433562639,0.954,0.943,5.46E-68,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.542743984
Pcdh20,1.06E-142,0.686131041,0.548,0.076,3.72E-138,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.986016832
Pcdh8,8.94E-47,0.377122312,0.712,0.44,3.15E-42,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,1,1,1,1.458082639
Pde5a,2.64E-119,0.363764976,0.571,0.138,9.28E-115,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.438736037
Pfn2,1.99E-153,-0.380722334,0.998,1,7.00E-149,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.683367611
Pik3r1,1.67E-44,0.44726005,0.913,0.896,5.88E-40,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.56402097
Ppp3ca,2.49E-105,-0.404959746,0.999,1,8.76E-101,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.66700366
Ppp3r1,4.03E-72,-0.274814801,0.997,1,1.42E-67,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.759712808
Prkar1a,9.40E-60,0.256135385,1,1,3.31E-55,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.291927624
Prkar2b,1.46E-28,0.285327355,0.923,0.899,5.16E-24,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.330197404
Prkca,1.78E-11,0.265031613,0.711,0.73,0.000000627,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,1,1,1.303472182
Prkcb,3.48E-22,-0.28862219,0.975,0.994,1.23E-17,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.749295243
Prkcg,0,-0.965401925,0.387,0.99,0,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.380830104
Ptn,1.14E-130,-1.233800755,0.242,0.699,4.01E-126,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.291183754
Ptprd,3.32E-270,1.215265505,0.996,0.58,1.17E-265,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,1,1,3.371189013
Ptprm,0,-0.552731309,0.109,0.93,0,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,0.575376132
Ptprt,9.28E-25,-0.393759196,0.388,0.541,3.27E-20,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,0.674516463
Pvrl3,1.84E-87,0.273454675,0.464,0.107,6.48E-83,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.314497778
Rab5a,1.74E-70,-0.269146268,0.868,0.991,6.13E-66,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.764031494
Rap1b,4.08E-83,-0.32005786,0.752,0.978,1.44E-78,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.726107023
Rdx,5.73E-40,0.268901435,0.928,0.968,2.02E-35,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.30852616
Reln,6.80E-191,-1.188014929,0.283,0.798,2.39E-186,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.304825765
Rgs4,4.01E-117,-0.512003393,0.355,0.809,1.41E-112,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.599293754
Serpine2,2.27E-43,0.969531725,0.641,0.485,8.00E-39,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,1,1,2.636709465
Shank1,5.10E-92,0.302571758,0.999,1,1.80E-87,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.353334786
Shisa8,2.27E-152,0.354724182,0.519,0.031,8.01E-148,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.425787342
Shisa9,1.75E-171,0.657634496,0.74,0.206,6.17E-167,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.930220984
Sirpa,1.11E-89,-0.272984486,0.661,0.974,3.90E-85,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,0.761104595
Slc24a2,2.14E-98,-0.562629979,0.942,0.964,7.54E-94,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.56970877
Slitrk2,1.03E-134,0.38346308,0.775,0.406,3.61E-130,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.467357377
Snap25,7.80E-167,-0.523037509,1,1,2.75E-162,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.592717426
Snap47,2.87E-109,-0.296065333,0.999,1,1.01E-104,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.743738836
Snca,3.59E-22,0.383350985,0.986,0.996,1.27E-17,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.467192902
Socs5,6.75E-15,0.293885746,0.882,0.975,2.38E-10,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.341630608
Sorcs3,0,0.91507603,0.965,0.166,0,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,2.496965089
Syn1,7.08E-64,-0.283694413,0.98,0.999,2.49E-59,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.752996716
Syne1,4.40E-20,0.267535161,0.981,0.994,1.55E-15,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.306739575
Syp,3.01E-62,-0.28798503,1,1,1.06E-57,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.749772816
Syt1,5.83E-162,-0.562580881,0.987,1,2.05E-157,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.569736742
Tac1,4.91E-09,-0.467307122,0.078,0.151,0.000172929,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.626687591
Tac2,6.56E-134,2.714451792,0.677,0.263,2.31E-129,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,15.09633187
Tenm1,4.29E-27,0.273064275,0.872,0.795,1.51E-22,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.313984698
Thy1,4.17E-63,0.332777418,0.988,1,1.47E-58,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,1,,1,1.394836798
Tnfrsf21,7.67E-74,-0.271278983,0.66,0.951,2.70E-69,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,0.762403769
Tshz3,1.92E-254,-0.353613831,0.261,0.927,6.78E-250,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.702146062
Unc13c,7.93E-289,-0.932409538,0.018,0.755,2.79E-284,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.393604163
Usp46,2.09E-130,-0.378580187,0.58,0.945,7.37E-126,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.684833054
Vstm2l,4.16E-307,0.82113779,0.998,0.932,1.47E-302,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,2.27308466
Wnt5a,2.19E-121,0.515646783,0.551,0.127,7.70E-117,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.674721333
Wnt7a,1.73E-55,0.26905221,0.518,0.248,6.08E-51,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.308723468
Zbtb16,1.40E-228,0.66225999,0.972,0.78,4.93E-224,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.93916989
Flrt3,4.42E-32,0.286912399,0.791,0.64,1.56E-27,ALM vs VISp,PV,GABA,GABA ALM vs VISp PV,1,,,1,1.332307497
Tac1,4.99E-29,0.363784789,0.952,0.845,1.76E-24,ALM vs VISp,PV,GABA,GABA ALM vs VISp PV,,,1,1,1.438764543
Vgf,9.48E-64,-0.380309564,0.893,0.972,3.34E-59,ALM vs VISp,PV,GABA,GABA ALM vs VISp PV,,,1,1,0.683649743
Akap5,6.39E-52,0.25779454,0.998,0.978,2.25E-47,ALM vs VISp,SST,GABA,GABA ALM vs VISp SST,,,1,1,1.294072911
Cadm1,8.69E-55,-0.29533373,0.985,0.998,3.06E-50,ALM vs VISp,SST,GABA,GABA ALM vs VISp SST,1,,,1,0.744283156
Ptn,5.52E-08,0.343904948,0.699,0.597,0.001944894,ALM vs VISp,SST,GABA,GABA ALM vs VISp SST,,,1,1,1.410444564
Sparcl1,1.76E-26,-0.2612607,0.936,0.981,6.19E-22,ALM vs VISp,SST,GABA,GABA ALM vs VISp SST,1,,,1,0.770080134
Tac2,2.14E-09,0.40401268,0.263,0.177,0.0000753,ALM vs VISp,SST,GABA,GABA ALM vs VISp SST,,,1,1,1.497822939
Tenm2,6.29E-161,-0.342398492,0.614,0.935,2.22E-156,ALM vs VISp,SST,GABA,GABA ALM vs VISp SST,1,,,1,0.710065193
Unc13c,9.26E-46,0.362901706,0.755,0.567,3.26E-41,ALM vs VISp,SST,GABA,GABA ALM vs VISp SST,,,1,1,1.437494555
Cadm1,9.43E-50,-0.302621944,0.993,0.998,3.32E-45,ALM vs VISp,VIP,GABA,GABA ALM vs VISp VIP,1,,,1,0.738878381
Calb2,2.33E-18,-0.363167479,0.668,0.799,8.21E-14,ALM vs VISp,VIP,GABA,GABA ALM vs VISp VIP,,,1,1,0.695469947
Igf1,1.25E-52,-0.344236522,0.983,0.981,4.40E-48,ALM vs VISp,VIP,GABA,GABA ALM vs VISp VIP,,1,,1,0.708761271
Npy2r,0.000000877,-0.262279465,0.49,0.541,0.030883515,ALM vs VISp,VIP,GABA,GABA ALM vs VISp VIP,,,1,1,0.769296002
Pvrl3,9.17E-11,-0.255850207,0.464,0.539,0.00000323,ALM vs VISp,VIP,GABA,GABA ALM vs VISp VIP,1,,,1,0.774257939
Vgf,2.80E-42,-0.392574724,0.963,0.983,9.85E-38,ALM vs VISp,VIP,GABA,GABA ALM vs VISp VIP,,,1,1,0.675315882
Abat,3.94E-89,-0.283490552,0.986,0.996,1.39E-84,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,1,,1,0.753150238
Abhd6,2.02E-107,-0.312443863,0.865,0.946,7.11E-103,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.731656701
Akap5,3.18E-59,0.262067514,0.978,0.945,1.12E-54,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.299614282
Akap7,6.59E-63,0.259607573,0.948,0.914,2.32E-58,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.296421236
Atf4,1.41E-159,-0.379179144,0.998,0.999,4.95E-155,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.684422991
Atp1b2,2.39E-136,0.383862757,0.923,0.746,8.41E-132,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,1.467943963
Atp2a2,4.80E-144,-0.395523501,0.997,0.999,1.69E-139,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.673327459
Atp2c1,4.47E-60,0.313826333,0.992,0.969,1.58E-55,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,1.368652026
Baiap2,6.77E-206,0.300754638,0.701,0.177,2.38E-201,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.350877847
Cacng3,1.22E-227,0.735539404,0.953,0.836,4.31E-223,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,2.086607213
Cadm1,1.16E-82,0.377042828,0.998,0.993,4.08E-78,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,1.45796675
Calb1,4.15E-180,1.439411461,0.852,0.497,1.46E-175,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,4.218212504
Calb2,9.63E-45,0.805817852,0.246,0.066,3.39E-40,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,2.238526534
Car2,2.59E-137,-0.28598376,0.411,0.78,9.13E-133,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.751274817
Cckbr,1.13E-165,-0.325328867,0.265,0.741,3.97E-161,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.722289777
Cd164,9.35E-242,-0.653262013,0.872,0.983,3.29E-237,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,0.520345631
Cd200,2.85E-221,0.556293261,0.996,0.977,1.00E-216,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,1.744195226
Cdh13,5.44E-120,0.896127479,0.874,0.803,1.92E-115,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,2.450096665
Cdh9,4.57E-54,0.615835556,0.692,0.602,1.61E-49,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,1.851202737
Celf4,1.73E-125,0.306241492,1,1,6.09E-121,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.358310288
Cnih2,1.96E-210,0.461126152,0.996,0.933,6.92E-206,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.585858898
Cnr1,2.71E-91,0.471983047,0.904,0.671,9.56E-87,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,1,1,1.603170205
Cntnap4,1.62E-94,-0.318839271,0.666,0.933,5.71E-90,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.726992389
Coro1a,1.18E-103,0.279093006,0.955,0.858,4.16E-99,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,1,,1,1.321930286
Cplx1,0,-0.836279387,1,1,0,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.433319743
Cplx2,0,0.685322899,0.966,0.415,0,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.984412497
Crh,1.50E-47,0.821778728,0.348,0.144,5.27E-43,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,2.274542033
Cx3cl1,2.75E-63,0.291825316,1,0.999,9.70E-59,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,1,,1,1.338869118
Egr1,1.12E-24,0.274132427,0.628,0.466,3.95E-20,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.315388984
Erbb4,0,-1.154841994,0.497,1,0,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.315107322
Fabp5,2.91E-188,0.338318001,0.994,0.97,1.02E-183,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.402586456
Flot1,5.83E-98,0.272714967,0.975,0.916,2.05E-93,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,1,1,1,1.313525793
Gnai2,1.98E-163,0.3023016,0.968,0.808,6.97E-159,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.352969221
Gria4,1.39E-102,-0.35861933,0.962,0.976,4.89E-98,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.698640252
Grik3,1.19E-231,0.384116699,0.881,0.412,4.19E-227,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.468316783
Grin3a,0,1.183070892,0.968,0.156,0,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,3.264383395
Grm1,0,0.743198503,0.9,0.203,0,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,2.102650103
Grm7,1.19E-151,0.28302046,0.833,0.402,4.20E-147,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.327132315
Gucy1a3,6.81E-282,-0.435827541,0.216,0.886,2.40E-277,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.646729251
Gucy1b3,9.38E-136,-0.26416811,0.806,0.978,3.30E-131,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.767844446
Igf1,1.36E-184,0.444658516,0.867,0.405,4.79E-180,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,1,,1,1.559957404
Il1rapl1,3.42E-189,-0.372662596,0.765,0.982,1.20E-184,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,0.68889763
Lgmn,1.56E-266,0.534435349,0.995,0.963,5.51E-262,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.706484402
Lrfn5,3.12E-67,0.256032741,0.93,0.806,1.10E-62,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,1.291795022
Lrrc4c,9.71E-222,-0.531356602,0.54,0.972,3.42E-217,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,1,1,0.587807008
Lrrtm1,7.53E-125,0.503714491,0.841,0.515,2.65E-120,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.654856819
Lrrtm2,1.71E-125,-0.398009208,0.636,0.927,6.02E-121,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.671655843
Map2k1,1.29E-120,0.358669752,0.986,0.931,4.56E-116,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,1,,1,1.431423999
Mapk1,1.93E-151,0.343921943,1,1,6.80E-147,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.410468534
Mef2c,5.26E-257,-0.748707982,0.94,1,1.85E-252,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.472977253
Mgll,4.96E-94,0.305675706,0.975,0.879,1.75E-89,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.357541992
Mme,1.89E-162,-0.261927332,0.175,0.659,6.67E-158,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.769566945
Ncam1,3.62E-178,0.441624395,1,0.999,1.27E-173,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,1,1,1.555231478
Negr1,5.68E-81,0.335904011,0.994,0.982,2.00E-76,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,1.39920471
Neto1,4.64E-288,0.691745613,0.994,0.879,1.63E-283,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.997198828
Ngf,2.37E-279,-0.330404502,0.056,0.665,8.35E-275,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.718632986
Nos1,0.000000125,0.409964368,0.31,0.229,0.004415778,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.506764095
Nrxn3,6.85E-200,0.478519303,1,0.997,2.41E-195,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.613683256
Oxtr,2.55E-88,0.346856924,0.502,0.183,8.97E-84,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.414614314
Pacsin2,7.45E-237,-0.603037509,0.84,0.987,2.62E-232,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.547147145
Pak1,3.04E-54,0.255574268,0.995,0.996,1.07E-49,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.291202905
Pcdh18,2.40E-179,0.318155771,0.585,0.09,8.43E-175,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,1.374590366
Pde5a,6.70E-280,-0.335313597,0.125,0.748,2.36E-275,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,1,,1,0.715113794
Pfn2,3.58E-178,0.308002015,1,0.999,1.26E-173,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.360703731
Pnkd,2.50E-106,-0.340076655,0.995,0.997,8.80E-102,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,0.711715764
Podxl2,3.74E-85,0.321432834,0.994,0.986,1.32E-80,VISp,SST vs PV,GABA,GABA VISp SST vs PV,1,,,1,1.379102374
Prkcg,0,0.890813064,0.971,0.426,0,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,2.437110373
Prrt2,3.61E-152,0.318033885,0.961,0.783,1.27E-147,VISp,SST vs PV,GABA,GABA VISp SST vs PV,,,1,1,1.374422833
