Gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,brain_region,Subclass,Class,Comparison,Count,CCA,RCCA,RTSS,,,GO Cell-Cell Adhesion,GO Regulation of Cell-Cell Adhesion,GO Regulation of trans-synaptic signaling
Ublcp1,6.90E-151,-0.358133835,0.723,0.977,2.43E-146,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Uchl3,5.68E-226,0.622176652,0.991,0.988,2.00E-221,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Uchl5,4.72E-197,-0.461916853,0.867,0.994,1.66E-192,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Ufsp2,2.56E-160,-0.424937593,0.81,0.99,9.01E-156,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Uqcr10,1.17E-275,-0.435685542,1,1,4.11E-271,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Uqcr11,6.01E-156,-0.304679789,1,1,2.12E-151,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Uqcrc1,0,-0.536475347,0.998,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Uqcrc2,1.32E-152,-0.32856707,0.987,0.999,4.65E-148,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Uqcrfs1,0,-0.527580302,0.997,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Uqcrh,1.58E-279,-0.510386952,1,1,5.55E-275,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Uqcrq,4.37E-241,-0.429994243,1,1,1.54E-236,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Usmg5,9.90E-207,-0.370156626,1,1,3.49E-202,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Usp11,5.04E-32,0.319748399,0.886,0.878,1.78E-27,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Usp25,2.55E-204,-0.302935948,0.304,0.85,8.97E-200,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Usp29,2.32E-64,0.311920168,0.966,0.969,8.15E-60,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Ust,1.83E-220,0.460578719,0.609,0.053,6.43E-216,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Utrn,4.92E-169,-0.321683832,0.509,0.943,1.73E-164,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vamp1,3.31E-214,-0.729448932,0.568,0.948,1.16E-209,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vdac1,0,-0.5004254,0.998,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vdac2,7.60E-205,-0.352558607,0.997,1,2.68E-200,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vdac3,8.63E-194,-0.323521089,0.997,1,3.04E-189,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vegfb,3.07E-188,-0.33814801,0.903,0.998,1.08E-183,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vgf,3.43E-170,0.793353013,0.983,0.972,1.21E-165,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Vip,0,5.60078198,0.987,0.358,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vopp1,6.09E-28,0.314631642,0.797,0.795,2.14E-23,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vps13b,4.52E-08,0.266140689,0.715,0.749,0.001592362,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vsnl1,4.41E-186,0.663316031,0.997,1,1.55E-181,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vstm2a,9.68E-143,0.577967889,0.999,0.988,3.41E-138,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vstm2b,2.13E-160,-0.384473783,0.632,0.968,7.50E-156,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Vstm2l,3.44E-279,0.673619021,0.991,0.954,1.21E-274,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,1,,,,,,,
Vwc2l,8.40E-145,0.456710665,0.455,0.042,2.96E-140,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Wasf1,6.48E-85,0.391970501,0.913,0.885,2.28E-80,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Wbp5,1.09E-177,0.44694335,0.999,1,3.83E-173,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Wee1,4.79E-177,-0.333839905,0.251,0.751,1.69E-172,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Wif1,0,-0.480215723,0.006,0.657,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Wipf3,0,-0.303553516,0.052,0.81,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Wnt5a,5.25E-172,0.479722602,0.497,0.037,1.85E-167,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,1,,,,,,
Wnt5b,3.01E-86,0.314153104,0.361,0.068,1.06E-81,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Wnt7a,1.06E-164,0.323063002,0.448,0.009,3.73E-160,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Wsb1,3.02E-97,0.50819154,0.991,0.995,1.06E-92,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Wscd1,1.37E-139,-0.33429742,0.251,0.715,4.84E-135,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Ypel5,1.25E-132,-0.330947883,0.989,1,4.41E-128,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Ywhah,5.81E-197,-0.337314033,1,1,2.04E-192,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zbtb16,1.74E-256,0.590490635,0.968,0.812,6.13E-252,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,1,,,,,,
Zbtb18,2.64E-142,0.759224685,0.773,0.494,9.29E-138,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zbtb20,1.10E-93,0.737261113,0.619,0.347,3.86E-89,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zc2hc1a,3.13E-82,-0.304541271,0.738,0.965,1.10E-77,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zcchc11,5.63E-47,0.267259876,0.894,0.878,1.98E-42,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zcchc12,6.66E-167,0.793674939,0.979,0.859,2.35E-162,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zcchc18,1.59E-214,0.518533188,1,0.999,5.61E-210,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zdbf2,1.21E-30,0.269297301,0.498,0.348,4.25E-26,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zfp207,6.24E-45,0.274184285,0.995,1,2.20E-40,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zfp260,5.10E-106,-0.402235436,0.703,0.972,1.80E-101,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zfp365,1.92E-133,-0.343726617,0.591,0.95,6.74E-129,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zfp385a,1.34E-209,-0.306605699,0.858,0.996,4.71E-205,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zfp536,6.84E-67,0.335397194,0.957,0.948,2.41E-62,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zfr,1.79E-60,0.29106653,0.996,0.997,6.31E-56,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zkscan16,2.01E-70,0.295585136,0.574,0.286,7.06E-66,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zmat4,1.45E-27,0.409416495,0.839,0.89,5.09E-23,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zmiz1,1.35E-91,0.270296338,0.686,0.394,4.77E-87,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,1,,,,,,
Zmynd11,1.34E-74,0.319853035,0.966,0.979,4.72E-70,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Zwint,3.51E-176,-0.306318645,1,1,1.24E-171,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
0610037L13Rik,2.67E-59,0.252757084,0.947,0.96,9.42E-55,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
1110008P14Rik,4.47E-174,-0.308507442,0.878,0.991,1.57E-169,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
1110051M20Rik,6.69E-111,-0.291357694,0.921,0.994,2.36E-106,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
1700086L19Rik,0,-0.481992306,0.072,0.79,0,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
1810010H24Rik,2.26E-71,0.260527496,0.532,0.306,7.96E-67,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
2510009E07Rik,6.64E-57,0.379329184,0.722,0.59,2.34E-52,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
2610001J05Rik,6.92E-157,0.467968838,0.962,0.948,2.44E-152,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
2810025M15Rik,8.11E-106,0.346765349,0.845,0.791,2.86E-101,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
2900011O08Rik,1.05E-157,-0.361922007,0.982,1,3.69E-153,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
2900055J20Rik,6.15E-09,0.252409154,0.825,0.959,0.000216716,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
4930452B06Rik,8.06E-282,-0.632294169,0.153,0.747,2.84E-277,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
5330434G04Rik,3.37E-63,0.327042748,0.929,0.836,1.19E-58,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
6330403K07Rik,5.54E-63,-0.329554007,0.99,0.998,1.95E-58,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
6430548M08Rik,1.37E-78,0.392251893,0.969,0.948,4.81E-74,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
A330102I10Rik,4.34E-61,0.265510879,0.622,0.46,1.53E-56,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
A530058N18Rik,2.38E-50,0.289764722,0.843,0.843,8.39E-46,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
A730017C20Rik,2.15E-55,0.312286318,0.848,0.776,7.56E-51,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
A830018L16Rik,2.76E-53,0.351567288,0.784,0.647,9.72E-49,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
A930011O12Rik,2.79E-103,0.362916556,0.983,0.973,9.83E-99,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Abhd12,2.62E-144,-0.369323399,0.965,0.999,9.23E-140,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ablim1,5.48E-47,0.34945125,0.841,0.788,1.93E-42,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Acadl,5.27E-117,0.400642027,0.576,0.242,1.86E-112,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Acat1,3.20E-105,-0.283051984,0.899,0.991,1.13E-100,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ache,3.41E-50,-0.357643903,0.916,0.985,1.20E-45,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Acot7,1.19E-169,-0.292173557,0.999,1,4.21E-165,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Actr1b,1.19E-114,-0.337532506,0.928,0.997,4.18E-110,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Actr3b,1.54E-118,-0.290357577,0.582,0.941,5.43E-114,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Adarb2,0,1.559926304,0.998,0.053,0,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Adra1b,0,0.86604934,0.892,0.259,0,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ahi1,3.34E-63,0.283856657,0.999,0.999,1.17E-58,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ak5,3.04E-263,-0.365734631,0.212,0.813,1.07E-258,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Akap5,8.27E-192,-0.360600194,0.905,0.978,2.91E-187,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,1,,,,,
Akr1c18,2.16E-74,-0.416881302,0.005,0.187,7.61E-70,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Alcam,4.75E-40,0.765923438,0.789,0.8,1.67E-35,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,1,,,,,,,
Aldoc,1.18E-152,0.973583346,0.701,0.338,4.16E-148,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Amer2,2.22E-75,0.352466668,0.892,0.86,7.83E-71,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Amy1,3.44E-38,0.251463756,0.697,0.623,1.21E-33,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Angpt1,4.73E-165,0.35675261,0.428,0.04,1.67E-160,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ank3,2.34E-86,0.357279935,0.999,0.999,8.24E-82,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,1,,,,,,
Ano3,8.24E-261,-0.475927032,0.09,0.637,2.90E-256,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ano4,5.38E-72,0.369486151,0.642,0.434,1.90E-67,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Anp32e,8.35E-44,0.2506054,0.976,0.968,2.94E-39,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ap1s2,0,1.886721136,1,0.94,0,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ap2m1,1.17E-171,-0.262571504,1,1,4.14E-167,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Aplp2,6.71E-127,0.391504028,1,0.999,2.36E-122,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Aqp5,8.97E-185,0.3754199,0.4,0.003,3.16E-180,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Arhgdig,5.56E-259,-0.55676336,0.915,0.998,1.96E-254,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Arhgef28,1.42E-51,0.313243187,0.454,0.26,4.99E-47,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Arl4a,2.90E-130,-0.251953673,0.508,0.904,1.02E-125,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Arl4c,5.96E-32,0.251020884,0.943,0.956,2.10E-27,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Arl6ip5,1.13E-211,-0.327884673,0.971,0.999,3.98E-207,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Arpp21,6.08E-296,0.812716838,0.791,0.219,2.14E-291,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Arx,5.43E-137,-0.308999978,0.668,0.985,1.91E-132,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Asap1,4.72E-104,0.453541886,0.921,0.892,1.66E-99,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Asic1,6.90E-270,0.533409893,0.887,0.511,2.43E-265,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,1,,,,,
Asic4,0,0.657134439,0.928,0.084,0,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Asphd2,7.76E-104,-0.317706064,0.644,0.934,2.73E-99,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Atf4,5.15E-107,0.384337863,0.995,0.998,1.81E-102,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,1,,,,,
Atp1a1,2.07E-161,-0.321903474,0.999,0.978,7.30E-157,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Atp1b1,4.11E-232,-0.393468066,1,1,1.45E-227,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Atp1b2,2.28E-138,0.366362778,0.994,0.923,8.03E-134,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,1,,,,,,,
Atp6ap2,4.93E-131,-0.28282612,0.998,1,1.74E-126,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Atp6v1b2,3.84E-104,-0.290962468,1,1,1.35E-99,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Atp6v1d,7.87E-239,-0.365389985,0.997,1,2.77E-234,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Atp6v1e1,3.39E-212,-0.319334852,1,1,1.19E-207,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Atp6v1g2,2.39E-303,-0.40686958,1,1,8.40E-299,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Atp6v1h,9.66E-141,-0.306298627,0.994,1,3.40E-136,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Atp8a1,1.30E-50,0.324038035,0.922,0.858,4.56E-46,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Atpif1,5.05E-148,-0.290168733,1,1,1.78E-143,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Atrx,1.58E-51,0.292443491,0.984,0.995,5.57E-47,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
AW551984,8.27E-90,-0.262651936,0.144,0.462,2.91E-85,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
B2m,1.15E-59,-0.482728244,0.718,0.878,4.05E-55,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
B3galt2,9.20E-150,0.573543484,0.764,0.442,3.24E-145,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
B3gat1,0,0.382427357,0.892,0.14,0,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Bag1,3.97E-154,-0.356279814,0.922,0.995,1.40E-149,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Bai3,1.91E-100,0.462038059,0.894,0.787,6.71E-96,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Bbs4,3.48E-76,-0.264770933,0.739,0.961,1.23E-71,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
BC005561,7.44E-33,0.341912676,0.861,0.887,2.62E-28,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Bcar3,1.25E-166,0.488197618,0.409,0.029,4.41E-162,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Bcl11a,0,-0.74651821,0.422,0.964,0,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Bex1,4.22E-164,0.364662082,1,0.998,1.48E-159,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Bex4,9.43E-137,0.270810851,0.998,0.99,3.32E-132,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Bmper,1.43E-42,0.254709437,0.361,0.179,5.05E-38,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Brinp1,5.50E-31,0.348195564,0.88,0.865,1.94E-26,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Brinp3,5.99E-67,0.33413781,0.725,0.47,2.11E-62,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Bscl2,2.44E-126,-0.299159092,0.984,0.999,8.60E-122,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,1,,,,,
Bsg,1.20E-216,-0.318489279,1,1,4.22E-212,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,1,,,,,,,
C1qtnf4,1.88E-65,0.322598911,0.996,1,6.63E-61,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cacna2d1,5.61E-269,0.340422438,0.606,0.054,1.98E-264,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cacnb2,7.51E-60,0.293260701,0.789,0.619,2.64E-55,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cacnb4,9.45E-92,-0.342989097,0.92,0.994,3.33E-87,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,1,,,,,
Cacng3,1.00E-286,-0.804339187,0.599,0.953,3.53E-282,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,1,,,,,
Cacng5,2.21E-98,0.424609937,0.55,0.24,7.79E-94,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,1,,,,,
Calb1,0,-3.232802671,0.218,0.852,0,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,1,,,,,
Calb2,2.33E-281,1.964548949,0.799,0.246,8.22E-277,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,1,,,,,
Caln1,0,1.300647007,0.866,0.137,0,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Camk1,8.05E-195,-0.404932213,0.927,0.999,2.83E-190,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Camk1d,1.05E-244,-0.254964011,0.29,0.867,3.71E-240,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Camk2a,2.04E-76,0.26597489,0.886,0.797,7.18E-72,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,1,,,,,
Camk2d,2.81E-67,0.330923353,0.956,0.876,9.91E-63,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,1,,,,,
Cap2,4.35E-258,-0.461319831,0.388,0.905,1.53E-253,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Car10,9.00E-48,0.376073212,0.682,0.545,3.17E-43,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Car4,5.87E-248,1.612639857,0.677,0.192,2.07E-243,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cartpt,4.02E-162,-0.811512116,0.098,0.505,1.42E-157,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cav2,1.16E-76,0.497116177,0.825,0.687,4.10E-72,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cbln2,0,1.228270168,0.79,0.071,0,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cbln4,6.38E-15,-0.299008004,0.2,0.301,2.25E-10,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ccdc136,5.29E-79,-0.251676797,0.922,0.998,1.86E-74,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ccdc92,4.69E-134,-0.298253381,0.847,0.99,1.65E-129,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cck,1.52E-53,1.998228342,0.556,0.36,5.35E-49,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ccm2,4.54E-110,-0.258359549,0.668,0.955,1.60E-105,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ccnd2,3.28E-97,0.553328895,0.902,0.832,1.16E-92,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ccng1,2.62E-15,0.260997383,0.609,0.589,9.21E-11,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Ccnl2,1.37E-37,0.336910311,0.886,0.904,4.84E-33,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cd24a,9.02E-89,0.500195742,0.28,0.038,3.18E-84,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,1,1,,,,,,
Cd63,0,0.835570886,0.966,0.594,0,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cdh13,1.56E-251,-1.204570339,0.505,0.874,5.50E-247,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,1,,,,,,,
Cdh6,1.24E-140,0.407559311,0.443,0.08,4.37E-136,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,1,,,,,,,
Cdh9,6.81E-208,-0.792026978,0.221,0.692,2.40E-203,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,1,,,,,,,
Cdk17,9.73E-25,0.267429328,0.849,0.849,3.43E-20,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cdkn1a,1.90E-20,0.29996729,0.576,0.506,6.71E-16,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cdkn2d,4.05E-157,-0.311962818,0.869,0.995,1.43E-152,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cds1,2.81E-156,-0.274245711,0.503,0.885,9.88E-152,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cend1,8.77E-268,-0.448896617,0.993,0.999,3.09E-263,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cenpa,2.05E-40,0.358104342,0.737,0.685,7.22E-36,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
Cep170,3.46E-17,0.251249761,0.832,0.862,1.22E-12,VISp,VIP vs SST,GABA,GABA VISp VIP vs SST,1,,,,,,,,
